Title,Price,Link
HP 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) 14-ck2018TU Thin and Light Lap...,"₹41,990",https://www.flipkart.com/hp-14-intel-core-i5-10th-gen-10210u-8-gb-512-gb-ssd-windows-10-home-14-ck2018tu-thin-light-laptop/p/itmd402bd7a16929?pid=COMFVD2WVZWBNKZA&lid=LSTCOMFVD2WVZWBNKZAF6MQHZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_211&otracker=search&otracker1=search&fm=Search&iid=e885c418-d7c2-4e09-a251-0b8ea7afa2ee.COMFVD2WVZWBNKZA.SEARCH&ppt=sp&ppn=sp&ssid=q8tp8nzjk00000001733231314917&qH=312f91285e048e09
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,"₹61,990",https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_212&otracker=search&otracker1=search&fm=Search&iid=e885c418-d7c2-4e09-a251-0b8ea7afa2ee.COMGZUYDGFJGHZR4.SEARCH&ppt=sp&ppn=sp&ssid=q8tp8nzjk00000001733231314917&qH=312f91285e048e09
Colorful P15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹69,990",https://www.flipkart.com/colorful-p15-intel-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-23-hf76b16512e-w-ind-gaming-laptop/p/itm8aaa7c1b2ab26?pid=COMGZKFBKHFBXHSK&lid=LSTCOMGZKFBKHFBXHSKJZY7BK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_213&otracker=search&otracker1=search&fm=Search&iid=e885c418-d7c2-4e09-a251-0b8ea7afa2ee.COMGZKFBKHFBXHSK.SEARCH&ppt=sp&ppn=sp&ssid=q8tp8nzjk00000001733231314917&qH=312f91285e048e09
Lenovo IdeaPad Slim 3 Backlit AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82KU0...,"₹43,990",https://www.flipkart.com/lenovo-ideapad-slim-3-backlit-amd-ryzen-7-octa-core-5th-gen-16-gb-512-gb-ssd-windows-11-home-82ku024gin-thin-light-laptop/p/itmfb998e0e27a50?pid=COMGSZB4JSGMR3ZH&lid=LSTCOMGSZB4JSGMR3ZHHPRTNZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_214&otracker=search&otracker1=search&fm=Search&iid=e885c418-d7c2-4e09-a251-0b8ea7afa2ee.COMGSZB4JSGMR3ZH.SEARCH&ppt=sp&ppn=sp&ssid=q8tp8nzjk00000001733231314917&qH=312f91285e048e09
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹73,990",https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itm2e7b5e998f058?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDM2PGFI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&iid=0ac3e949-e4ac-438e-a221-82eb55effa7f.COMGFB2GBKDVYBDD.SEARCH&ssid=2c8rb1hcf40000001733231254535&qH=312f91285e048e09
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,"₹32,490",https://www.flipkart.com/hp-laptop-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2212au-thin-light/p/itmedd9f415e3db2?pid=COMGHAGN3U9FJH39&lid=LSTCOMGHAGN3U9FJH39LOH9CD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&iid=0ac3e949-e4ac-438e-a221-82eb55effa7f.COMGHAGN3U9FJH39.SEARCH&ssid=2c8rb1hcf40000001733231254535&qH=312f91285e048e09
HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,"₹26,810",https://www.flipkart.com/hp-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-15s-fq3066tu-thin-light-laptop/p/itm973a47e6377c8?pid=COMGSB2RFTGDGBTF&lid=LSTCOMGSB2RFTGDGBTFVQWGQE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_215&otracker=search&otracker1=search&fm=Search&iid=e885c418-d7c2-4e09-a251-0b8ea7afa2ee.COMGSB2RFTGDGBTF.SEARCH&ppt=sp&ppn=sp&ssid=q8tp8nzjk00000001733231314917&qH=312f91285e048e09
Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,"₹61,990",https://www.flipkart.com/acer-alg-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-al15g-52-gaming-laptop/p/itm3d796e664c648?pid=COMH2TPSHDMYYGYA&lid=LSTCOMH2TPSHDMYYGYA0ZLIQK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_216&otracker=search&otracker1=search&fm=Search&iid=e885c418-d7c2-4e09-a251-0b8ea7afa2ee.COMH2TPSHDMYYGYA.SEARCH&ppt=sp&ppn=sp&ssid=q8tp8nzjk00000001733231314917&qH=312f91285e048e09
Infinix Y3 Max Series Intel Core i3 12th Gen 1215U - (16 GB/256 GB SSD/Windows 11 Home) YL613 Thin and...,"₹27,990",https://www.flipkart.com/infinix-y3-max-series-intel-core-i3-12th-gen-1215u-16-gb-256-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm27513c1351c85?pid=COMH34U32XQHKRNG&lid=LSTCOMH34U32XQHKRNGDZC5ZW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_217&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMH34U32XQHKRNG.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,"₹38,990",https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk323ws-thin-light-laptop/p/itm5d8313766fc6f?pid=COMGMGXFGF7ZTKHF&lid=LSTCOMGMGXFGF7ZTKHFBG8NVU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_218&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGMGXFGF7ZTKHF.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,"₹30,880",https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk321ws-thin-light-laptop/p/itmc5f8cb8e52c33?pid=COMGSHS5YSKJ7GQP&lid=LSTCOMGSHS5YSKJ7GQPGSQMIS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_219&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGSHS5YSKJ7GQP.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹13,490",https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1500cka-nj0393/p/itmc1d20ec9ce589?pid=COMGSHM3XESWZ6AT&lid=LSTCOMGSHM3XESWZ6ATVEMMNA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_220&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGSHM3XESWZ6AT.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"₹36,890",https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5625u-16-gb-1-tb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itme358d33c215ef?pid=COMGU2D9ZAXCAHBU&lid=LSTCOMGU2D9ZAXCAHBU9NMK1M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_221&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGU2D9ZAXCAHBU.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom...","₹49,890",https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itmb5933486dc33c?pid=COMHYGBZZNWXZXZE&lid=LSTCOMHYGBZZNWXZXZEWCXLHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_222&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMHYGBZZNWXZXZE.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,"₹42,990",https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12mo-1212in-business-laptop/p/itm2806dd060d6fd?pid=COMHYWTJE2BSGGJV&lid=LSTCOMHYWTJE2BSGGJV95JWUA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_223&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMHYWTJE2BSGGJV.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,"₹1,08,190",https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-24-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15irx9-gaming-laptop/p/itm894b64c03c360?pid=COMHYXV9QNDKU8KM&lid=LSTCOMHYXV9QNDKU8KMCXUULT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_224&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMHYXV9QNDKU8KM.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...,"₹20,990",https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&iid=0ac3e949-e4ac-438e-a221-82eb55effa7f.COMHFZYZFVD2MCAB.SEARCH&ssid=2c8rb1hcf40000001733231254535&qH=312f91285e048e09
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹48,990",https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1696in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW35SQXHBAUH&lid=LSTCOMGZW35SQXHBAUHXQTHLX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_225&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGZW35SQXHBAUH.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Infinix Y3 Max Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹35,990",https://www.flipkart.com/infinix-y3-max-series-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm3941e51ee3da7?pid=COMH34U3JSYQJXZY&lid=LSTCOMH34U3JSYQJXZYG4FDV7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_226&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMH34U3JSYQJXZY.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"₹39,990",https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm85b859b3c092f?pid=COMGWFY5XBAQKMGP&lid=LSTCOMGWFY5XBAQKMGPCTJECO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_227&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGWFY5XBAQKMGP.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"₹32,990",https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15amn7-thin-light-laptop/p/itm0ddb6eb3b6bef?pid=COMGRU9ZMYRQWDH5&lid=LSTCOMGRU9ZMYRQWDH5J6LCCS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_228&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGRU9ZMYRQWDH5.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,"₹84,990",https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm881d7d0ac05df?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_229&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGZH2UFKEB5PP4.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,"₹73,990",https://www.flipkart.com/hp-pavilion-ai-pc-intel-core-ultra-5-125u-16-gb-512-gb-ssd-windows-11-home-16-af0015tu-thin-light-laptop/p/itmdb0b867255e2b?pid=COMHF2JYCESBQYRT&lid=LSTCOMHF2JYCESBQYRTCEJFYN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_230&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMHF2JYCESBQYRT.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹65,990",https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn075w-laptop/p/itmf85ee66cab735?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_231&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMHFT2NY5V7RCMK.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...","₹94,990",https://www.flipkart.com/asus-tuf-gaming-f15-90whrs-battery-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-140-w-fx507vu-lp210w-laptop/p/itm20b5b96a4fe61?pid=COMGZW3F3EU6K8Z8&lid=LSTCOMGZW3F3EU6K8Z8OGEGPF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_232&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGZW3F3EU6K8Z8.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,"₹31,990",https://www.flipkart.com/acer-aspire-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-al15-53-notebook/p/itma0128e7d1fb8d?pid=COMH5WHP8HVDEHE8&lid=LSTCOMH5WHP8HVDEHE8BAFMBH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_233&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMH5WHP8HVDEHE8.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home...","₹62,990",https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-3530-thin-light-laptop/p/itm28513a00c1a3a?pid=COMGTQXEPE3ZKHN8&lid=LSTCOMGTQXEPE3ZKHN8ZFL4DL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_234&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGTQXEPE3ZKHN8.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light ...,"₹30,990",https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm164ec8e5bbb35?pid=COMGYG23H3CRABUT&lid=LSTCOMGYG23H3CRABUT1LZXC0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&iid=0ac3e949-e4ac-438e-a221-82eb55effa7f.COMGYG23H3CRABUT.SEARCH&ssid=2c8rb1hcf40000001733231254535&qH=312f91285e048e09
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/Intel Integ...,"₹55,190",https://www.flipkart.com/lenovo-loq-intel-core-i5-12th-gen-12450hx-8-gb-512-gb-ssd-windows-11-home-4-graphics-intel-integrated-arc-a530m-15iax9i-15iax91d1-gaming-laptop/p/itm3b8c13abea823?pid=COMH56DQYHME5C2G&lid=LSTCOMH56DQYHME5C2GGKYLOD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_235&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMH56DQYHME5C2G.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,"₹42,990",https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmfb82af2728c0d?pid=COMHYG8ZDVPTUYYB&lid=LSTCOMHYG8ZDVPTUYYBQHTHWS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_236&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMHYG8ZDVPTUYYB.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹38,990",https://www.flipkart.com/infinix-y4-max-series-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmd28733993c713?pid=COMGWWBRSAFMWR3W&lid=LSTCOMGWWBRSAFMWR3WJIBRUX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_237&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGWWBRSAFMWR3W.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹30,990",https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk327ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGS2AJ3EFRSRBQ&lid=LSTCOMGS2AJ3EFRSRBQCQQNVR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_238&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGS2AJ3EFRSRBQ.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
HP 255 AMD Athlon Dual Core - (8 GB/512 GB SSD/Windows 11 Home) 255 Business Laptop,"₹23,990",https://www.flipkart.com/hp-255-amd-athlon-dual-core-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itmca70d72180e4f?pid=COMGP28HNJNJZPGF&lid=LSTCOMGP28HNJNJZPGFD8KUDD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_239&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGP28HNJNJZPGF.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,"₹43,990",https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej515ws-thin-light-laptop/p/itm522edf7df6858?pid=COMGZDZSVBBZAK3Z&lid=LSTCOMGZDZSVBBZAK3ZLEAGYH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_240&otracker=search&otracker1=search&fm=Search&iid=48ac4c55-e8c2-47a3-ae96-8014522df2b6.COMGZDZSVBBZAK3Z.SEARCH&ppt=sp&ppn=sp&ssid=0t967aveao0000001733231321784&qH=312f91285e048e09
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,"₹47,390",https://www.flipkart.com/dell-inspiron-3520-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-0in352010031rinb1m-thin-light-laptop/p/itmc5a5a5b7c13f6?pid=COMGKAVGSFBZFMHP&lid=LSTCOMGKAVGSFBZFMHP34TSDH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_241&otracker=search&otracker1=search&fm=Search&iid=482bbe11-82f8-4ca8-aea1-40d28d16476c.COMGKAVGSFBZFMHP.SEARCH&ppt=sp&ppn=sp&ssid=iq6wwayhmo0000001733231328731&qH=312f91285e048e09
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...","₹55,990",https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258w-gaming-laptop/p/itm52d25ebe8e4e2?pid=COMH2XBQJJDTAFVE&lid=LSTCOMH2XBQJJDTAFVEP9L5VG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_242&otracker=search&otracker1=search&fm=Search&iid=482bbe11-82f8-4ca8-aea1-40d28d16476c.COMH2XBQJJDTAFVE.SEARCH&ppt=sp&ppn=sp&ssid=iq6wwayhmo0000001733231328731&qH=312f91285e048e09
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,"₹84,990",https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm881d7d0ac05df?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_243&otracker=search&otracker1=search&fm=Search&iid=482bbe11-82f8-4ca8-aea1-40d28d16476c.COMGZH2UFKEB5PP4.SEARCH&ppt=sp&ppn=sp&ssid=iq6wwayhmo0000001733231328731&qH=312f91285e048e09
